task,label,text,rationale,combine_flag,group_ids
beer2,1,"s- some hops , and some nice sweet notes , like a raspberry with a little tart . t- woah .  the mouth-feel was great , champagne liveliness that excited my tongue . i wont have this too often unless i am teaching a friend about trappist beer or have a specific craving upon seeing the bottle . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 ,1,3
beer2,1,"the smell hit me the second i opened the bottle , strong floral hops , something sweet in there as well .  big powerful mouthfeel with a puckering of the tongue due to the hops . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 ,1,3
beer2,1,aroma is amazing spicy and malty and perfumey . malty and slightly sweet . carmel and toffee . very drinkable but it does not live up to its wonderful nose . mouthfeel is full .  o : very good eye appeal and remarkable mouthfeel . ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 1 1 1 1 ,1,3
beer2,1,"excellent smell on this one , dank and juicy ! flavor is slightly less then potent , especially after such a strong nose .  mouthfeel is , on the contrary , excellent . extremely creamy and smooth , with good carbonation . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 ,1,3
beer2,1,"a : massive 4-finger rocky white head takes forever to settle . like meringue on a pie . huge icebergs of foam cling to the glass .  ultra creamy mouth feel , smooth . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 ,0,2
beer2,1,"no hops to speak of , very nice . full points for aroma .  m : fantastic amount of carbonation . ",0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 1 1 1 1 0 ,1,3
beer2,1,"blonde hop monster was served from a 12 oz . bottle , with a rather home-made looking label promising of hoppy goodness . the nose was awesome , beeming with a mouthwatering hop bouquet of fresh acidic orange citric , floral peach , perfumey ripe fruit , and subtle resiny notes to die for . a good matching bitterness was present throughout , and the finish left orange-nectarine essence .  m : incredibly smooth . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 ,1,3
beer2,1,"a large inch and a half fairly frothy white head . excellent head retention .  huge full body with medium carbonation ; very creamy and slick mouthfeel that goes down fairly smooth . a bit of alcohol noticed in the back of the tongue , with a decent sized warming on the finish . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 ,0,2
beer2,1,"t - caught me off guard a little bit , was expecting some nice complexity from the nose ... but not so much .  m-medium carbonation , nice creamy finish , just perfect ! ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 ,1,3
beer2,1,"the aroma is excellent , very german-hoppy and dank at first , though this develops into a fresher herbal character . the flavor is a bit thin for a pils , and i was expecting a lot more based on the aroma .  ( m ) - smooth as silk . spot on carbonation level . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 1 1 1 1 1 1 1 1 ,1,3
beer2,1,"a- pours black with a thin white head s- cold cold coffee or cafe mocha t- dark chocolate , coffee , and roasted malts m- satin with vanilla bean finish d- not for the faint of hearts , excellent example of a porter .  it is thick with a slight creamy feel to it . interestingly , the 7.2 % abv is hardly noticeable alongside the bold flavors this beer embodies . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ,2,3
beer2,1,"rich , golden amber in appearance , this american classic poured into my dogfish head ale glass with a massive head and seriously huge lace .  it has a fabulous creamy mouthfeel . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 1 1 1 1 1 ,0,2
beer2,1,"smell : nice , nutty caramel sweet goodness ! good buttery carmel nutty finish though .  mouthfeel is just about perfect for an ipa . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 1 1 1 1 1 1 0 ,1,3
beer2,1,the smell is malty ith a berry scent .  it has a really creamy mouthfeel as well . ,0 0 0 0 0 0 0 0 00 0 1 1 1 1 1 0 0 ,1,3
beer2,1,"s- big peaty malts , as expected . t- follows the smell with peaty malts , and a good dose of caramel .  m = heavy body , exceptionally good mouthcoating , luxurious creamy feel , slight heat from the alcohol , but no medicinal alcohol tastes . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 ,1,3
beer2,1,"4.5 s : lots of barnyard funkiness with a good deal of brett . very nice . 3.5 t : surprisingly sweet .  it feels really silky on the tongue , almost like chocolate milk , but the taste was surprisingly bitter . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,1,3
beer2,1,"smells like fresh peaches with hints of bubblegum and vanilla . i ca n't really decide if the flavor is to style or not , but it is pleasing .  the mouthfeel , i am guessing due to the aging , is nearly perfect . just a hint of spiciness on the palate leaves this fairly dry and wonderfully smooth . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 ,1,3
beer2,1,"aroma : sweet , malty with aroma of caramel , honey , raisins and spices .  the fruity flavors go nicely with the crisp mouthfeel , perfect for the style . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 0 0 0 0 1 1 1 1 0 ,1,3
beer2,1,incredible vanilla nose impresses as soon as the cap comes off . sweet vanilla kicks things off . roast coffee perking underneath . sweet but not over powering .  this brew is full bodied and creamy smooth . ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 1 1 1 1 1 1 1 1 ,1,3
beer2,1,"these aromas are all over the place and quite exceptional with figs , molasses , licorice , dark fruits , and toffee .  mouthfeel is thick and rich with a low/moderate carbonation that allows everything here to sit , settle , and linger . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,1,3
beer2,1,"body is a pale yellow straw . s - earthy . carnations , rose stems , hay , yeast .  creamy and thick , one could even say there 's a slight syrupy quality to it , but that is to be expected to an extent from this style . still , an outstanding beer and a great intro to duck rabbit for me . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 ,1,3
beer2,1,"poured into a samuel adams new glass appearance - 5 pours a nice one inch head . i 'm getting thirsty .  m - this one feels zingy and electric on the tongue , and the hoppy aftertaste is really nice . wow ! d - this could become a summer staple in my beer fridge . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 ,0,2
beer2,1,"aroma is sweet fruit with white grape and melon dominating .  mouthfeel : terrific . full bodied , smooth , and creamy . ",0 0 0 0 0 0 0 0 0 0 00 0 1 1 1 1 1 1 1 1 1 1 ,1,3
beer2,1,it has a pleasant sour/spicy aroma at the end coming from the blend of spices and/or yeast strain used in the brew .  perfect as far as i 'm concerned for an imperial stout . ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 ,1,3
beer2,1,i love that smell . taste is like smoke sausage .  thick mouthfeel ... which i really like in a stout . ,0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 ,1,3
beer2,1,"awesome aroma though , full of chocolate , raisins and all manner of malty goodness .  m - full bodied and well balanced . just wow . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 1 1 1 1 1 1 ,1,3
beer2,1,"it smells delightful , to be sure , but taste is simply roasty .  mouthfeel this one is a hair above medium-bodied , its actually on the lighter side for the style , with fluffy cheek-puffing carbonation and a light alcohol warming . but man oh man this beer defines a velvety mouthfeel . ",0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 ,1,3
beer2,1,"nose that is a big and pure and assertive gewertzraminer wine grape with that sweet apple and spicy character . the nose is the real winner and strength of this brew . nice acid in the sour character that makes this a nice food beer . love the nose ; flavors are wanting .  m : one of the more viscous porters , has a feel more in line with a stout . extremely smooth and creamy , finish is perfect bitter sweet ( and the hop presence does n't wear out it 's welcome ) . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ,1,3
beer2,1,"the smell is pure , unrefined malt syrup , and it is wonderful . i could smell this all day .  very smooth mouthfeel , almost perfect . went down smooth , but not really a sessionable beer , can drink more though . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,1,3
beer2,1,"very mysterious combination but intriguing combination . hopefully this improves in taste with time , as deschutes recommends .  the mouthfeel here is awesome . medium-full body , very chewy , even tannic almost . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 ,1,3
beer2,1,"nose is full of those oily west coast hops . citrusy and flowery , hints of grapefruit , sweet pine needles . breathtaking . light bready malt prevents a classic overhop . just an amazing aroma . major bitter woody hops , leaving a stinging aftertaste at the swallow . but a top shelf imperial ( ish ) ipa .  a silky smoothness and a sugary thickness finished up a fantastic drinking experience . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 0 ,1,3
beer2,1,"the nose is excellent , i sensed aromas of candied prunes , cranberries , and malt .  this is among the thickest , chewiest , densest body i have experienced . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 1 1 1 1 1 1 1 1 1 1 0 ,1,3
beer2,1,"a- this beer looks perfect for the style .  coated everywhere , and felt so smooth . ",0 0 0 0 0 0 0 0 00 0 0 0 1 1 1 1 ,0,2
beer2,1,"the aroma is medium in strength , pretty nice and complex . bourbon , oak and vanilla present a lot , a pretty nice mixture of the three . overall , another fw disappointment to me .  m : huge body for the abv with very light and fine carbonation giving it a very soft , silky texture . quite dry with a lingering bitterness . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,1,3
beer2,1,"s : wonderful brett aromas . awesome . t : funky barnyard , hay , grass brett flavors that follow the nose . again , very complex and awesome . m/d : a light to medium body that is crisp dry and very refreshing .  the mouthfeel is fantastic , a smooth , airy , coating ; just perfect . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 1 1 1 1 1 0 0 0 0 0 0 0 0 0 ,1,3
beer2,1,"huge coffee aroma immediately upon pouring , along with a little roasted malt . this was a decent beer , but was somewhat of a disappointment in the taste , after such an amazing smell . in the end the beer was good but i wish the flavor had more of a coffee punch .  m : very creamy and smooth . fairly thick in the mouth . quite strong . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,1,3
beer2,1,"the nose is beautiful ; smells exactly like hops added very late to the boil . wonderful ! some maltiness too .  mouthfeel is right where a saison of high quality should be . high carbonation , incredible dryness , and a nice drinkable viscosity . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 0 0 0 1 1 1 0 0 0 1 1 1 1 1 1 1 1 0 ,1,3
beer2,1,"( t ) - much more pine presence than what the smell foretold , however the fruits are there too ; just more subtle . a good malt backbone with bits of caramel sweetness . a decent balance with a hop forward piney bitterness . good malt backbone . does tend to get rather bitter the more into it i get . ( d ) - a solid dipa with a serious hop profile .  mouthfeel : full creamy body . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 1 1 1 0 ,1,3
beer2,1,"s - hops . possibly cascade and summit , maybe a dash of simcoe . smelled of citrus and floral , mixed with some slight pine and earth . d - i liked this beer , thanks to a trade with ba ricksawyer i was able to get two bottles of this lovely beer .  m-just perfect carbonation . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 ,1,3
beer2,1,delicious smell ! i could sit and sniff at this all day .  m : the flavor is great but the mouthfeel is the best aspect . ,0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 1 1 1 1 1 1 1 1 1 ,2,3
beer2,1,d - the most outstanding element of this beer is the spectacular aroma . the clove notes are more distinct and clear than those of any beer i have ever had ; like a handful of fresh cloves .  amazingly chewy . ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 ,1,3
beer2,1,"the aroma is really amazing : spices are very predominant ( not sure if added , or ferm .  the carbonation is perfect ... d : a really good beer . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 1 1 1 1 1 0 0 0 0 0 0 ,1,3
beer2,1,"the aromas are brilliant : vanilla grape jam coffee cream and cigarrettes . back off on the ibus and this might be a perfect porter .  m- thick , chewy , syrupy , pillowy , warming . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 0 0 0 0 1 1 1 0 ,1,3
beer2,1,"s : amazing unique nose on this beer . the vanilla and cream come through in amazing amounts . quite good .  the mouthfeel is marvelous , again especially for a bottle . full body , silky texture , very low carbonation . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 1 1 0 0 ,1,3
beer2,1,"s- the smell is quite complex . very rich aromas of cocoa , vanilla , and toffee with hints of rich , dark malt , malted milk balls , caramel , oak , and a touch of delicious bourbon-y goodness . t- the taste is n't quite as pronounced as the smell .  f - beautifully silky-smooth . perfect carbonation level . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 0 0 ,1,3
beer2,1,seriously complex stone fruit and heavy malt aroma . the type of beer you could easily sit back and sniff for a good while before drinking .  mouthfeel : light-bodied but excellently carbonated ; frothy and velvety smooth . drinkability : flavorful and robust but still extremely refreshing . ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 ,1,3
beer2,1,"the aroma is super strong and complex . it starts off with tons of cocoa and is very strong throughout . there are some good things going on here and if they tweak this it might be a good one .  thick , chewy and velvety smooth . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 1 1 1 1 ,1,3
beer2,1,"there is a big citrus hop aroma , more noticable than the malt or grains .  malty , hoppy , sweet are all combined in the taste . immense taste and great balance . i keep commenting on the balance but that 's the most remarkable characteristic of this beer . it 's not at all well mannered like a pliny the elder but it succeeds as a full on palate assault . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 ,1,3
beer2,1,"i kid you not . good finish . m - good carbonation and coating .  the mouthfeel is a little shy of medium-bodied , and has the perfect amount of carbonation and feels just right . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 ,1,3
beer2,1,"s- sour , grapefruit/lemon , sour green grapes and some red sweet grapes , some funky barnyard underlying .  feels great . milky , sweet , toffee malt , light coffee , light chocolate milk . carried very nicely by the density . its all there . a meal and dessert at the same time . fantastic . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,1,3
beer2,1,"the aroma of coffee , cream , chocolate and soft and roasted malt .  awesome texture , just a very slight tingle from carbonation , great body , great feel . ",0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,1,3
beer2,1,"s - strong bouquet of citrus hops jump off right out and intoxicate the aroma . very inviting . t - mostly dominated by grapefruit hops , but somewhat muted compared to what the strong aroma suggested .  as expected for a cream ale the mouthfeel is like silk . packs a punch but not at all rough on the edges , smooth as silk . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 ,1,3
beer2,1,"nice spicey hops aroma . the malts and hops combine to almost give a light cinnamon and pumkin sweet aroma , before tha hop citrus smashes that to bits .  excellent for the style . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 ,1,3
beer2,1,"no head retention , some lacing ( beer engine would n't have hurt ) smell ; riot of frutiness , raisins , dates , honey & alcohol taste : alcohol , frutiness & intense dryness . tart , tart finish with wheat malt hints mf : syruppy but way under carbonated alcohol taste intensity makes this 2 beer max for me .  mouthfeel was thick and creamy like it should be . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 ,1,3
beer2,1,aroma is sweet and malty . a touch of hops ... very tiny grapefruit afternote .  mouthfeel- super velvety smooth ! drinkability- the mouthfeel alone make this brew worth trying . ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 0 ,1,3
beer2,1,"sublime . the taste is a bit too sweet and lacks a deep rich maltiness i have come to expect in the style .  mouthfeel is wonderful ... velvety smooth , perfectly rounded , syrup-like without overbearing stickiness or thickness ... just perfect . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 ,1,3
beer2,1,smells nice as soon as i pour . coffee notes and some sweetness . even some floral notes .  founders black biscuit does n't have the intense flavors to blow you away but it 's incredible balance and perfect mouthfeel make it an extremely impressive offering . ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 ,1,3
beer2,1,"salami and smoked ribs come to mind . worth a try but nothing real special going on here , imho  m : fantastic blend of carbonation , sweet malt , and bitterness . goes down very easy . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,1,3
beer2,1,"this beer looks great . it 's extremely carbonated and pours with a huge head , at least 8 fingers worth .  mouthfeel is perfect for a dipa -- not too syrupy/thick , not too thin . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,0,2
beer2,1,"pours a hazy dark golden orange with a huge rocky creamy off white head that retains well and laces the glass .  mouthfeel : well carbonated , creamy and very , very smooth . this brew is extremely smooth and drinkable . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,0,2
beer2,1,"not my favorite of the varietal series . a nice pine cone and deep woody nose tops a smallish head on top of a light/medium copper body .  incredible balance , not quite the devil its name makes it out to be . light to medium in body with lots of carbonation and incredible drinkability . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 ,1,3
beer2,1,"this is from a 6 pk picked up at the local grocery this has to be the freshest batch of goose isl ipa i think ive ever had , first it didnt look amazing out of the glass which isnt anything new but boy when you get to the nose on this one its all citrus and floral and a light malt backbone , the taste is right on par with the nose and has a wonderful fresh hop taste with a good solid bitter , this is a stunning beer which hasnt happened ever before when ive drank one of these .  mouthfeel is rich and creamy . the aftertaste is extremely clean ; not sticky , dry or anything bad . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 ,1,3
beer2,1,"s. the hops are over powering . i knew it was an `` indian '' brown ale but that was a surprise . caramel and maybe some coffee in the smell . t. this is a good brown ale that just is over whelmed by hops . this is a very enjoyable beer , but perhaps it 's just not for me . i enjoy the flavor but it 's too much of a mix between a great dark beer and a refreshing ipa and it leaves my mouth confused .  wonderful smooth texture . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 ,1,3
beer2,1,"despite the wonderful smell and nice color i was not impressed with the mingling of cherries and nutmeg .  top-notch mouthfeel , creamy frothy and just a hint of rawness . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 1 1 1 1 1 1 1 1 0 ,1,3
beer2,1,"s- chocolate , hints of coffee and licorice . toffee undernotes .  m- the mouthfeel on this beer is exceptional . it is smooth and heavy and clean from beginning to end . ",0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 ,1,3
beer2,1,"beautiful reddish-brown with a thin but rich and persistent head .  m- full , smooth , creamy , oily , thick ... .pretty much exactly what i want in a stout . ",0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,0,2
beer2,1,s : like smelling a melted hershey bar . t : a blast of chocolate that slowly fades to hints of oatmeal/coffee/caramel ... reminds me of chocolate chip pancakes !  the mouthfeel is very thick . ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 1 1 1 1 1 ,1,3
beer2,1,"very hoppy aroma , lots of citrus and dryness . grapefruit , some pine but more sweet grapefruit than dry pine . very balanced , very tasty .  quite a full and velvety body . it had excellent body too , and the alcohol was fairly well hidden . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,1,3
beer2,1,"s - sweet bread , buttery toffee malt . very inviting aroma . notes of pine and citrus .  mouthfeel is spot on : wonderful carbonation combined with a luscious consistency . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 ,1,3
beer2,1,"i smells like a malt bomb went off . surely to style and all , but the aroma promised a heavy beer , darn it ! good taste - very malty . no hops detected and , heck , you would n't want 'em anyway !  m - outstanding , big chewy dipa . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 0 0 0 ,1,3
beer2,1,"complex ! t/m : smooth body with date , toffee , caramel , and chocolate flavors . d : another excellent offering from clipper city . this one was great to sip .  the mouthfeel is particularly noteworthy , and every swig leaves a viscous coating of robust barley goodness on the tongue . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 1 1 1 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 ,1,3
beer2,1,"smell is a lot of chocolate , roasted nuts , beautifully rounded with an espresso aroma . complex . taste is similar , but more faint than indicated by the aroma .  average belgian pa that is saved by the incredible body that seems to be characteristic of italian craft beer . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 ,2,3
